,rallyid,frameid,strokeid,hitter,receiver,isserve,serve,type,stroke,hitter_x,hitter_y,receiver_x,receiver_y,time
767,183,236250,2,Djokovic,Nadal,False,first,return,forehand,3.69,0.02,4.62,23.55,6614.92
768,184,236876,1,Nadal,Djokovic,True,first,serve,forehand,4.02,25.14,8.46,-2.04,6639.96
769,185,237542,1,Nadal,Djokovic,True,first,serve,forehand,4.04,24.33,8.49,-2.1,6666.6
770,186,237853,1,Nadal,Djokovic,True,second,serve,forehand,4.25,24.91,8.25,0.02,6679.04
771,186,237873,2,Djokovic,Nadal,False,first,return,backhand,6.36,0.58,3.95,23.01,6679.84
772,187,240895,1,Djokovic,Nadal,True,first,serve,forehand,3.62,22.37,9.69,-2.9,6800.72
773,188,241248,1,Djokovic,Nadal,True,second,serve,forehand,3.45,24.79,10.08,-2.98,6814.84
774,188,241275,2,Nadal,Djokovic,False,first,return,backhand,10.35,-2.04,3.4,25.14,6815.92
775,188,241306,3,Djokovic,Nadal,False,second,topspin,forehand,4.92,26.69,7.72,-1.56,6817.160000000001
776,189,242122,1,Djokovic,Nadal,True,first,serve,forehand,5.32,26.57,2.06,-0.15,6849.8
777,189,242142,2,Nadal,Djokovic,False,first,return,backhand,3.9,0.86,5.4,25.02,6850.6
778,189,242186,3,Djokovic,Nadal,False,first,topspin,forehand,6.19,23.77,4.7,-0.39,6852.360000000001
779,189,242215,4,Nadal,Djokovic,False,first,slice,backhand,7.6,0.02,5.61,24.79,6853.52
780,189,242274,5,Djokovic,Nadal,False,first,topspin,forehand,5.69,24.68,5.48,-2.93,6855.88
781,189,242308,6,Nadal,Djokovic,False,first,lob,backhand,9.75,-1.22,5.72,22.17,6857.240000000001
782,189,242419,7,Djokovic,Nadal,False,first,smash,__undefined__,5.15,15.62,4.03,-3.39,6861.68
783,190,243126,1,Djokovic,Nadal,True,first,serve,forehand,2.67,23.23,9.04,-2.67,6889.96
784,190,243146,2,Nadal,Djokovic,False,first,return,forehand,6.4,-1.22,3.13,22.27,6890.76
785,191,243793,1,Djokovic,Nadal,True,first,serve,forehand,5.55,26.09,2.17,-0.45,6916.64
786,191,243813,2,Nadal,Djokovic,False,first,return,backhand,4.2,0.22,5.83,26.21,6917.4400000000005
787,191,243847,3,Djokovic,Nadal,False,first,topspin,backhand,6.61,27.19,4.9,0.4,6918.8
788,191,243876,4,Nadal,Djokovic,False,first,topspin,backhand,6.89,1.63,5.14,28.08,6919.96
789,191,243907,5,Djokovic,Nadal,False,first,topspin,forehand,3.25,28.47,6.6,0.29,6921.200000000001
790,191,243938,6,Nadal,Djokovic,False,first,topspin,backhand,8.03,0.61,4.01,29.14,6922.4400000000005
791,191,243973,7,Djokovic,Nadal,False,first,slice,forehand,-0.29,29.27,7.28,0.71,6923.84
792,192,244834,1,Djokovic,Nadal,True,first,serve,forehand,2.97,24.11,9.39,-2.36,6958.280000000001
793,193,245276,1,Djokovic,Nadal,True,first,serve,forehand,2.05,24.22,8.89,-2.3,6975.96
794,193,245295,2,Nadal,Djokovic,False,first,return,forehand,6.27,-0.78,2.45,23.55,6976.72
795,193,245335,3,Djokovic,Nadal,False,first,topspin,forehand,5.84,25.14,4.48,-1.77,6978.320000000001
796,193,245367,4,Nadal,Djokovic,False,first,topspin,forehand,1.16,-1.16,8.03,26.82,6979.6
797,194,246104,1,Djokovic,Nadal,True,first,serve,forehand,5.91,25.97,2.17,-1.19,7009.080000000001
798,194,246124,2,Nadal,Djokovic,False,first,return,backhand,3.94,0.09,5.75,24.11,7009.88
799,194,246164,3,Djokovic,Nadal,False,first,topspin,forehand,6.77,26.94,4.84,-0.97,7011.4800000000005
800,194,246193,4,Nadal,Djokovic,False,first,topspin,forehand,2.35,-0.58,6.93,27.19,7012.64
801,194,246227,5,Djokovic,Nadal,False,first,topspin,backhand,7.59,27.07,3.74,-0.29,7014.0
802,194,246259,6,Nadal,Djokovic,False,first,topspin,forehand,3.96,-0.97,6.48,27.32,7015.280000000001
803,194,246290,7,Djokovic,Nadal,False,first,topspin,backhand,7.52,27.45,4.26,-0.71,7016.52
804,194,246323,8,Nadal,Djokovic,False,first,topspin,forehand,6.26,0.64,5.8,27.95,7017.84
805,194,246352,9,Djokovic,Nadal,False,first,topspin,forehand,3.25,27.95,6.31,-0.15,7019.0
806,194,246382,10,Nadal,Djokovic,False,first,slice,backhand,7.79,1.18,4.23,27.95,7020.200000000001
807,194,246426,11,Djokovic,Nadal,False,first,topspin,forehand,7.19,24.22,5.25,-0.39,7021.96
808,194,246456,12,Nadal,__undefined__,False,first,topspin,forehand,2.33,0.36,7.85,26.69,7023.160000000001
809,194,246488,13,Djokovic,,False,first,topspin,backhand,8.58,25.02,,,7024.4400000000005
810,194,246520,14,Nadal,Djokovic,False,first,topspin,backhand,6.64,0.29,6.0,26.57,7025.72
811,194,246551,15,Djokovic,Nadal,False,first,topspin,forehand,3.06,26.69,6.8,0.12,7026.96
812,194,246583,16,Nadal,Djokovic,False,first,topspin,forehand,7.25,1.33,4.09,27.57,7028.240000000001
813,194,246619,17,Djokovic,Nadal,False,first,topspin,backhand,8.6,26.09,5.69,0.97,7029.68
814,195,247579,1,Djokovic,Nadal,True,first,serve,forehand,2.74,24.68,9.23,-2.48,7068.080000000001
815,195,247601,2,Nadal,Djokovic,False,first,topspin,backhand,10.8,-0.91,2.81,23.33,7068.96
816,196,248349,1,Djokovic,,True,first,serve,forehand,4.88,15.46,,,7098.88
817,196,248368,2,Nadal,,False,first,return,backhand,6.99,0.5,,,7099.64
818,196,248429,3,Djokovic,,False,first,topspin,forehand,1.41,17.61,,,7102.080000000001
819,196,248460,4,Nadal,,False,first,slice,backhand,6.6,-2.33,,,7103.320000000001
820,196,248499,5,Djokovic,Nadal,False,first,topspin,forehand,4.24,24.68,6.46,-0.12,7104.88
821,196,248531,6,Nadal,Djokovic,False,first,topspin,forehand,2.58,0.12,4.81,21.45,7106.160000000001
822,196,248548,7,Djokovic,Nadal,False,first,volley,backhand,6.67,21.04,1.7,-0.55,7106.84
823,197,249987,1,Nadal,Djokovic,True,first,serve,forehand,6.01,0.68,2.57,24.79,7164.400000000001
824,198,250559,1,Nadal,Djokovic,True,first,serve,forehand,5.94,-0.12,2.19,25.97,7187.280000000001
825,198,250576,2,Djokovic,Nadal,False,first,return,backhand,3.41,25.84,6.38,1.11,7187.96
826,199,251237,1,Nadal,Djokovic,True,first,serve,forehand,4.34,-0.35,9.19,26.69,7214.400000000001
827,199,251254,2,Djokovic,Nadal,False,first,return,forehand,7.6,25.26,5.13,1.22,7215.080000000001
828,199,251284,3,Nadal,Djokovic,False,first,topspin,forehand,6.49,-0.65,5.66,25.84,7216.280000000001
829,199,251326,4,Djokovic,Nadal,False,first,topspin,backhand,9.03,25.61,5.75,-2.36,7217.96
830,199,251354,5,Nadal,Djokovic,False,first,slice,backhand,7.75,-2.1,8.42,25.14,7219.080000000001
831,199,251402,6,Djokovic,Nadal,False,first,topspin,forehand,6.3,22.9,5.74,-2.48,7221.0
832,200,251985,1,Nadal,Djokovic,True,first,serve,forehand,6.04,-0.05,2.54,26.09,7244.320000000001
833,201,252526,1,Nadal,Djokovic,True,first,serve,forehand,6.09,-0.08,2.58,26.21,7265.96
834,201,252544,2,Djokovic,Nadal,False,first,return,forehand,1.51,25.84,6.49,1.22,7266.68
835,201,252570,3,Nadal,Djokovic,False,first,topspin,forehand,6.18,0.5,2.0,26.09,7267.72
836,201,252604,4,Djokovic,Nadal,False,first,topspin,forehand,4.61,25.97,6.17,-1.62,7269.080000000001
837,201,252638,5,Nadal,Djokovic,False,first,topspin,backhand,7.62,-0.62,5.47,26.69,7270.4400000000005
838,201,252666,6,Djokovic,Nadal,False,first,topspin,forehand,2.01,27.32,7.23,-0.25,7271.56
839,201,252692,7,Nadal,Djokovic,False,first,topspin,forehand,4.37,-0.29,3.76,26.21,7272.6
840,201,252728,8,Djokovic,Nadal,False,first,topspin,backhand,8.94,25.84,4.57,-1.74,7274.040000000001
841,201,252751,9,Nadal,Djokovic,False,first,slice,backhand,7.72,-0.84,9.67,25.97,7274.96
842,202,253479,1,Nadal,Djokovic,True,first,serve,forehand,4.3,-0.55,9.01,26.33,7304.080000000001
843,202,253499,2,Djokovic,Nadal,False,first,return,backhand,10.16,24.14,5.13,0.96,7304.88
844,202,253525,3,Nadal,Djokovic,False,first,topspin,forehand,4.07,-0.01,8.86,24.4,7305.92
845,202,253556,4,Djokovic,Nadal,False,first,topspin,forehand,4.23,26.35,4.87,-0.46,7307.160000000001
846,203,254690,1,Nadal,Djokovic,True,first,serve,forehand,5.47,-0.87,1.39,25.42,7352.52
847,204,255057,1,Nadal,Djokovic,True,first,serve,forehand,5.65,-0.91,1.65,24.18,7367.200000000001
848,204,255078,2,Djokovic,Nadal,False,first,return,forehand,2.87,23.64,5.99,0.4,7368.040000000001
849,204,255109,3,Nadal,Djokovic,False,first,topspin,forehand,5.49,-0.81,5.24,24.63,7369.280000000001
850,204,255135,4,Djokovic,Nadal,False,first,topspin,forehand,2.2,26.47,5.72,-0.65,7370.320000000001
851,204,255167,5,Nadal,Djokovic,False,first,topspin,forehand,7.62,-1.12,3.02,26.12,7371.6
852,204,255195,6,Djokovic,Nadal,False,first,topspin,forehand,0.64,27.32,7.84,-1.78,7372.72
853,204,255224,7,Nadal,Djokovic,False,first,topspin,forehand,6.06,-1.4,2.16,26.35,7373.88
854,204,255255,8,Djokovic,Nadal,False,first,topspin,backhand,6.31,26.24,5.2,-1.87,7375.120000000001
855,204,255287,9,Nadal,Djokovic,False,first,topspin,forehand,2.94,-1.43,6.32,26.0,7376.400000000001
856,204,255321,10,Djokovic,Nadal,False,first,topspin,forehand,2.35,27.44,4.65,-1.18,7377.76
857,204,255347,11,Nadal,Djokovic,False,first,topspin,backhand,7.01,-1.4,2.26,26.12,7378.8
858,204,255380,12,Djokovic,Nadal,False,first,topspin,backhand,4.57,25.07,5.79,-1.93,7380.120000000001
859,205,256205,1,Nadal,Djokovic,True,first,serve,forehand,3.81,-0.84,7.96,24.96,7413.120000000001
860,206,256777,1,Nadal,Djokovic,True,second,serve,forehand,3.78,-0.65,8.08,23.75,7436.000000000001
861,206,256797,2,Djokovic,Nadal,False,first,return,backhand,7.75,23.96,4.36,0.5,7436.8
862,206,256829,3,Nadal,Djokovic,False,second,topspin,forehand,5.21,-1.27,5.04,24.29,7438.080000000001
863,206,256857,4,Djokovic,Nadal,False,second,topspin,forehand,2.23,25.19,6.04,-3.12,7439.200000000001
864,206,256892,5,Nadal,Djokovic,False,second,topspin,backhand,7.52,-1.69,3.26,26.24,7440.6
