Season,PLAYER,POS,BODY FAT %,HAND LENGTH (inches),HAND WIDTH (inches),HEIGHT W/O SHOES,HEIGHT W/ SHOES,STANDING REACH,WEIGHT (LBS),WINGSPAN
2009-10,Jeff Ayres,PF,5.50%,-,-,6' 8.75'',6' 10'',8' 11'',239.6,7' 1''
2009-10,Jeff Teague,PG,4.50%,-,-,6' 0.25'',6' 1.5'',8' 2.5'',175.2,6' 7.5''
2009-10,Jerel McNeal,SG,5.40%,-,-,6' 1.5'',6' 3'',8' 3.5'',190.4,6' 7.25''
2009-10,Jermaine Taylor,SG,5.80%,-,-,6' 3.5'',6' 4.75'',8' 5'',207.4,6' 8.75''
2009-10,Jodie Meeks,SG,8.00%,-,-,6' 3'',6' 4'',8' 2'',211.4,6' 4.5''
2009-10,Joe Ingles,SF,10.10%,-,-,6' 7.75'',6' 8.25'',8' 9'',209.2,6' 10.25''
2009-10,Jonny Flynn,PG,6.30%,-,-,5' 11.25'',6' 0.75'',7' 11.5'',195.6,6' 4''
2009-10,Jordan Hill,PF-C,6.00%,-,-,6' 9.25'',6' 10.25'',9' 0'',232.4,7' 1.5''
2009-10,Josh Heytvelt,PF-C,10.80%,-,-,6' 10'',6' 11'',9' 0'',246.2,7' 1.25''
2009-10,Jrue Holiday,PG-SG,6.30%,-,-,6' 3.25'',6' 4.25'',8' 4.5'',199,6' 7''
2009-10,Marcus Thornton,SG,4.80%,-,-,6' 2.75'',6' 3.75'',8' 3'',194.4,6' 5''
2009-10,Omri Casspi,SF,8.60%,-,-,6' 7.75'',6' 9.25'',8' 10.5'',211.2,6' 9.25''
2009-10,Patty Mills,PG,6.90%,-,-,5' 11.25'',6' 0.5'',7' 11'',175.4,6' 2''
2009-10,Rodrigue Beaubois,PG,7.90%,-,-,6' 1.25'',6' 2.25'',8' 4'',182.4,6' 9.75''
2009-10,Sam Young,SF-SG,4.90%,-,-,6' 5.25'',6' 6.75'',8' 9.5'',222.8,6' 10.75''
2009-10,Stephen Curry,PG-SG,5.70%,-,-,6' 2'',6' 3.25'',8' 1'',181,6' 3.5''
2009-10,Taj Gibson,PF,6.60%,-,-,6' 8.5'',6' 9.75'',9' 1'',214.4,7' 4''
2009-10,Terrence Williams,SG-SF,5.10%,-,-,6' 5'',6' 6.25'',8' 7.5'',213.2,6' 9''
2009-10,Toney Douglas,PG,5.20%,-,-,6' 1'',6' 2'',8' 1.5'',183.4,6' 6''
2009-10,Ty Lawson,PG,6.60%,-,-,5' 11.25'',6' 0.5'',7' 10.5'',196.6,6' 0.75''
2009-10,Tyler Hansbrough,PF,8.50%,-,-,6' 8.25'',6' 9.5'',8' 10'',234.2,6' 11.5''
2009-10,Tyler Smith,SF,7.00%,-,-,6' 5.25'',6' 6'',8' 8.5'',212,6' 9.75''
2009-10,Tyreke Evans,PG-SG,7.10%,-,-,6' 4'',6' 5.25'',8' 8'',220.6,6' 11.25''
2009-10,Wayne Ellington,SG,5.50%,-,-,6' 4.25'',6' 5.25'',8' 4'',202.4,6' 6.5''
2008-09,Vladimir Golubovic,C,6.90%,-,-,6' 11.25'',7' 0.25'',9' 3.5'',258,7' 2.5''
2008-09,Tyrone Brazelton,PG,8.10%,-,-,5' 10'',5' 11'',7' 10'',166,6' 1.75''
2008-09,Trent Plaisted,PF,11.00%,-,-,6' 9.25'',6' 10.25'',8' 9.5'',240,6' 10.5''
2008-09,Takais Brown,PF,9.20%,-,-,6' 7.25'',6' 8.5'',8' 10'',252,6' 10''
2008-09,Stanley Burrell,PG,5.60%,-,-,6' 1.5'',6' 2.5'',8' 1.5'',201,6' 6.25''
2008-09,Sonny Weems,SG-SF,4.40%,-,-,6' 4'',6' 5.5'',8' 8'',193,6' 10''
2008-09,Shawn James,PF,9.20%,-,-,6' 7.75'',6' 9'',9' 3'',217,7' 5''
2008-09,Shaun Pruitt,C-PF,13.80%,-,-,6' 8.25'',6' 9'',8' 11.5'',242.2,7' 1''
2008-09,Shan Foster,SG,6.30%,-,-,6' 4'',6' 5.25'',8' 7.5'',194.5,6' 11.5''
2008-09,Sean Singletary,PG,4.20%,-,-,5' 11'',6' 0'',7' 11'',183.8,6' 4.5''
2008-09,Sasha Kaun,C-PF,9.60%,-,-,6' 9'',6' 10.75'',9' 2'',247,7' 4''
2008-09,Russell Westbrook,PG,4.80%,-,-,6' 2.25'',6' 3.5'',8' 4'',192,6' 7.75''
2008-09,Russell Robinson,PG,7.40%,-,-,6' 0.5'',6' 1.5'',8' 4.5'',196,6' 8''
2008-09,Ronald Steele,PG,8.10%,-,-,6' 0.25'',6' 1.5'',8' 1.5'',183.5,6' 4.25''
2008-09,Robert Vaden,SG,6.20%,-,-,6' 3.5'',6' 4.5'',8' 5'',199,6' 8''
2008-09,Richard Roby,SG-SF,9.20%,-,-,6' 4.25'',6' 5.5'',8' 8'',203,6' 9.75''
2008-09,Richard Hendrix,PF,9.20%,-,-,6' 6.75'',6' 8.75'',9' 0'',250,7' 3''
2008-09,Reggie Williams,SG,5.30%,-,-,6' 3.25'',6' 4'',8' 7'',199,6' 9.25''
2008-09,Ramel Bradley,PG-SG,5.70%,-,-,6' 1.25'',6' 2.25'',8' 2'',184,6' 5''
2008-09,Quan Prowell,SF-PF,6.50%,-,-,6' 6.75'',6' 7.75'',8' 7.5'',225.5,6' 10.5''
2008-09,Patrick Ewing Jr.,SF-PF,9.40%,-,-,6' 6'',6' 7.25'',8' 1.5'',224,7' 0.25''
2008-09,Pat Calathes,SF-PF,7.30%,-,-,6' 8.75'',6' 9.75'',8' 10'',204,6' 9.75''
2008-09,Othello Hunter,PF-SF,6.40%,-,-,6' 6.5'',6' 7.5'',9' 1.5'',220,7' 3''
2008-09,O.J. Mayo,SG-PG,6.30%,-,-,6' 3.25'',6' 4.25'',8' 3.5'',200,6' 6''
2008-09,Mike Taylor,SG-PG,3.80%,-,-,6' 0.75'',6' 2'',8' 2'',166.2,6' 7.25''
2008-09,Michael Beasley,PF-SF,7.70%,-,-,6' 7'',6' 8.25'',8' 11'',239,7' 0.25''
2008-09,Mark Tyndale,SG-SF,6.70%,-,-,6' 2.75'',6' 3.5'',8' 7.5'',217,6' 11''
2008-09,Marcus Dove,SF-PF,5.30%,-,-,6' 6.75'',6' 7.5'',8' 9'',208,6' 11.5''
2008-09,Marcelus Kemp,SG,9.00%,-,-,6' 3'',6' 4.25'',8' 7.5'',221,6' 8.5''
2008-09,Malik Hairston,SG,6.90%,-,-,6' 4.25'',6' 5.25'',8' 7.5'',204,6' 9''
2008-09,Maarty Leunen,SF,8.90%,-,-,6' 7.25'',6' 8.5'',8' 6.5'',222,6' 8''
2008-09,Luc Mbah a Moute,SF,7.00%,-,-,6' 5.75'',6' 7.5'',8' 7.5'',221,7' 2.5''
2008-09,Longar Longar,C,10.60%,-,-,6' 9'',6' 10'',9' 1.5'',212.5,7' 1.25''
2008-09,Lester Hudson,PG,3.40%,-,-,5' 11.75'',6' 1'',8' 2.5'',196,6' 8.75''
2008-09,Kyle Hines,SF-PF,3.60%,-,-,6' 3.75'',6' 5.25'',8' 8.5'',234,7' 1.25''
2008-09,Kevin Love,PF,12.90%,-,-,6' 7.75'',6' 9.5'',8' 10'',255,6' 11.25''
2008-09,Kentrell Gransberry,C,17.40%,-,-,6' 6.75'',6' 7.75'',8' 10'',290,6' 10.25''
2008-09,Keith Brumbaugh,SF-PF,4.00%,-,-,6' 7.5'',6' 8.75'',8' 8.5'',190,6' 7.25''
2008-09,Josh Duncan,PF,5.40%,-,-,6' 8'',6' 9'',8' 8.5'',230,6' 11.5''
2008-09,Joseph Jones,PF,12.20%,-,-,6' 7'',6' 8.5'',8' 11'',240,7' 0.25''
2008-09,John Riek,C,11.00%,-,-,6' 10.5'',7' 0'',,237,7' 8.75''
2008-09,Joey Dorsey,PF-C,9.00%,-,-,6' 6.25'',6' 7.25'',8' 11'',265,7' 1.75''
2008-09,Joe Crawford,SG,7.60%,-,-,6' 3'',6' 4'',8' 3.5'',213,6' 5.75''
2008-09,Joe Alexander,SF-PF,5.80%,-,-,6' 7.25'',6' 8.25'',8' 10'',220,6' 11.5''
2008-09,Jiri Hubalek,C-PF,8.80%,-,-,6' 9.5'',6' 11'',9' 1'',226,6' 10.75''
2008-09,Jerryd Bayless,PG-SG,4.70%,-,-,6' 1.75'',6' 3'',8' 1'',204,6' 3.5''
2008-09,Jeremy Pargo,PG,7.60%,-,-,6' 0.5'',6' 1.5'',8' 0'',208,6' 5''
2008-09,James Mays,PF,8.80%,-,-,6' 6.75'',6' 7.75'',8' 9'',227,7' 1.75''
2008-09,James Gist,PF,4.80%,-,-,6' 7'',6' 8.5'',8' 11.5'',220,7' 4''
2008-09,Jamar Butler,PG,6.00%,-,-,6' 0.25'',6' 1.5'',8' 1'',182,6' 4.75''
2008-09,JaVale McGee,C-PF,5.30%,-,-,6' 11'',7' 0'',9' 6.5'',241,7' 6''
2008-09,J.R. Giddens,SG,5.40%,-,-,6' 4'',6' 4.75'',8' 7'',208,6' 11.25''
2008-09,George Hill,PG,3.00%,-,-,6' 1.25'',6' 2.5'',8' 1.5'',181,6' 9''
2008-09,Gary Forbes,SG,6.50%,-,-,6' 4.5'',6' 5.75'',8' 8.5'',220.5,6' 11.25''
2008-09,Frank Elegar,PF,4.50%,-,-,6' 7.25'',6' 8.75'',8' 10'',210,7' 3.25''
2008-09,Eric Gordon,SG,8.20%,-,-,6' 2'',6' 3.25'',8' 3'',222,6' 9''
2008-09,Drew Neitzel,PG,6.20%,-,-,5' 11.75'',6' 0.75'',7' 11'',175.5,6' 2.5''
2008-09,Donte Greene,SF-PF,7.60%,-,-,6' 8.25'',6' 9'',9' 0'',221,6' 10''
2008-09,Derrick Rose,PG,4.60%,-,-,6' 1.5'',6' 2.5'',8' 2.5'',196,6' 8''
2008-09,Deron Washington,SF,7.20%,-,-,6' 5.25'',6' 6.25'',8' 6.5'',198.5,6' 9''
2008-09,DeVon Hardin,C-PF,5.80%,-,-,6' 9.5'',6' 10.75'',9' 1.5'',235,7' 3''
2008-09,DeMarcus Nelson,PG-SG,4.50%,-,-,6' 1'',6' 2.25'',8' 2.5'',198,6' 10''
2008-09,DeAndre Jordan,C,7.50%,-,-,6' 9.75'',6' 11'',9' 5.5'',250,7' 6''
2008-09,Davon Jefferson,SF,12.00%,-,-,6' 5.25'',6' 6.5'',8' 9'',213,6' 9.5''
2008-09,David Padgett,C-PF,9.00%,-,-,6' 10.25'',6' 11.5'',9' 1.5'',239.5,7' 1''
2008-09,Darrell Arthur,PF,7.30%,-,-,6' 7.5'',6' 8.5'',8' 11'',216,6' 10.75''
2008-09,Darnell Jackson,PF,12.50%,-,-,6' 7'',6' 7.75'',8' 10.5'',240.5,6' 11.25''
2008-09,D.J. Augustin,PG,8.10%,-,-,5' 10'',5' 11.5'',7' 10.5'',171.5,6' 3.5''
2008-09,Chris Daniels,C-PF,16.10%,-,-,6' 8.25'',6' 9.5'',9' 1'',256,7' 0.5''
2008-09,Charles Rhodes,PF,10.70%,-,-,6' 7.25'',6' 8.25'',8' 11.5'',244,6' 11.25''
2008-09,Bryce Taylor,SG,8.30%,-,-,6' 2.75'',6' 4.25'',8' 3.5'',210,6' 9''
2008-09,Brook Lopez,C,6.30%,-,-,6' 11.25'',7' 0.5'',9' 5'',258,7' 5.5''
2008-09,Brian Roberts,PG,3.60%,-,-,6' 0.25'',6' 1.25'',7' 11'',173,6' 1.25''
2008-09,Brian Butch,C-PF,10.80%,-,-,6' 9.5'',6' 11'',9' 0'',229.6,6' 11.25''
2008-09,Anthony Randolph,PF-SF,4.70%,-,-,6' 9'',6' 10.25'',9' 1'',197,7' 3''
2008-09,Aleks Maric,C,10.10%,-,-,6' 9.75'',6' 10.75'',9' 1.5'',273,7' 1''
2007-08,Aaron Brooks,PG,2.70%,-,-,5' 10'',5' 11.75'',7' 10'',161,6' 4''
2007-08,Aaron Gray,C,10.80%,-,-,7' 0'',7' 1.75'',9' 0.5'',271,7' 3.25''
2007-08,Acie Law,PG,5.60%,-,-,6' 2'',6' 3.5'',8' 2'',186,6' 6.5''
2007-08,Al Horford,PF,9.10%,-,-,6' 8'',6' 9.75'',8' 11'',246,7' 0.75''
2007-08,Al Thornton,SF,5.80%,-,-,6' 5.75'',6' 7'',8' 8'',221,7' 1''
2007-08,Ali Traore,C-PF,12.10%,-,-,6' 8.75'',6' 9.75'',9' 0.5'',249,7' 4''
2007-08,Antanas Kavaliauskas,PF,7.70%,-,-,6' 9'',6' 10.5'',8' 10.5'',237,6' 10.5''
2007-08,Anthony Tolliver,PF,5.70%,-,-,6' 7'',6' 8.5'',8' 11.5'',242,7' 2.5''
2007-08,Avis Wyatt,PF,3.30%,-,-,6' 8.75'',6' 9.5'',8' 11'',212,7' 1''
2007-08,Blake Schilb,SG,10.00%,-,-,6' 5'',6' 7'',8' 6.5'',214,6' 9''
2007-08,Bobby Brown,PG,6.60%,-,-,5' 11'',6' 1.75'',7' 11.5'',170,6' 4''
2007-08,Brad Newley,SG,8.00%,-,-,6' 5'',6' 6.5'',8' 6.5'',201,6' 8''
2007-08,Brandan Wright,PF,5.80%,-,-,6' 8.75'',6' 10'',9' 0.5'',200,7' 3.75''
2007-08,Brandon Heath,PG,9.00%,-,-,6' 2'',6' 3.75'',7' 10'',181,6' 7''
2007-08,Caleb Green,PF,10.90%,-,-,6' 6'',6' 8'',8' 7'',238,6' 11.75''
2007-08,Carl Landry,PF,7.50%,-,-,6' 7'',6' 8.5'',8' 6.5'',248,6' 11''
2007-08,Cartier Martin,SF,5.60%,-,-,6' 4'',6' 6.5'',8' 7.5'',218,6' 10''
2007-08,Chris Richard,PF,7.50%,-,-,6' 7'',6' 8.75'',9' 2.5'',252,7' 4.5''
2007-08,Coby Karl,SG-PG,5.40%,-,-,6' 3'',6' 4.75'',8' 3.5'',204,6' 11''
2007-08,Coleman Collins,PF,6.20%,-,-,6' 8'',6' 9.75'',8' 11'',236,7' 2''
2007-08,Corey Brewer,SF-SG,4.20%,-,-,6' 6'',6' 7.75'',8' 7'',185,6' 8.25''
2007-08,Craig Bradshaw,PF,12.10%,-,-,6' 8'',6' 9.75'',8' 10.5'',240,7' 1.5''
2007-08,Curtis Sumpter,SF,5.30%,-,-,6' 6'',6' 7.75'',8' 8'',227,6' 9.5''
2007-08,DJ Strawberry,SG,4.50%,-,-,6' 3.75'',6' 5'',8' 5'',199,6' 6.5''
2007-08,DaShaun Wood,PG,5.40%,-,-,5' 10.75'',5' 11.5'',7' 8'',167,6' 0.75''
2007-08,Daequan Cook,SG,7.00%,-,-,6' 3'',6' 5.75'',8' 5.5'',203,6' 8.25''
2007-08,Darryl Watkins,C,6.90%,-,-,6' 8.75'',6' 10.25'',9' 2'',241,7' 3''
2007-08,Demetris Nichols,SF,6.20%,-,-,6' 6'',6' 7.5'',8' 9'',211,7' 0.25''
2007-08,Dominic James,PG,4.80%,-,-,5' 10'',5' 11.75'',7' 9'',175,6' 2''
2007-08,Dominic McGuire,SF,4.70%,-,-,6' 7'',6' 8.25'',8' 8'',220,6' 10.5''
2007-08,Dustin Salisbery,SG,6.60%,-,-,6' 3'',6' 4.75'',8' 4.5'',208,6' 8''
2007-08,Ekene Ibekwe,PF,3.20%,-,-,6' 8'',6' 9'',8' 8'',208,7' 6''
2007-08,Greg Oden,C,7.80%,-,-,6' 11'',7' 0'',9' 4'',257,7' 4.25''
2007-08,Herbert Hill,C,5.60%,-,-,6' 7'',6' 9.75'',9' 0.5'',232,7' 2.25''
2007-08,Ivan Radenovic,PF,9.80%,-,-,6' 9'',6' 10.75'',8' 10'',226,6' 11.75''
2007-08,JR Reynolds,PG,8.20%,-,-,6' 0'',6' 2.75'',7' 11'',188,6' 3.25''
2007-08,Jamaal Tatum,PG,5.00%,-,-,5' 11.5'',6' 0.75'',7' 9.5'',168,6' 2.5''
2007-08,James Hughes,C,3.50%,-,-,6' 9'',6' 10.75'',9' 3'',209,7' 3''
2007-08,Jared Dudley,SF,7.10%,-,-,6' 5'',6' 7.25'',8' 6'',219,6' 7''
2007-08,Jared Jordan,PG,7.00%,-,-,6' 0'',6' 1.75'',7' 10'',183,6' 0''
2007-08,Jason Smith,PF,7.50%,-,-,6' 10.75'',6' 11.5'',8' 10'',233,6' 10.75''
2007-08,Javaris Crittenton,PG,4.50%,-,-,6' 3'',6' 4.75'',8' 2'',194,6' 5.5''
2007-08,Jeff Green,SF,3.70%,-,-,6' 7'',6' 9.5'',8' 7'',228,7' 1.25''
2007-08,Jeremy Hunt,SG,5.20%,-,-,6' 2'',6' 4.75'',8' 5.5'',198,6' 8.25''
2007-08,Jermareo Davidson,PF,6.90%,-,-,6' 9'',6' 11'',9' 1.5'',230,7' 4''
2007-08,Jianlian Yi,,-%,-,-,,,,-,
2007-08,Joakim Noah,PF,4.80%,-,-,6' 10'',7' 0'',8' 10.5'',223,7' 1.25''
2007-08,Josh McRoberts,PF,13.70%,-,-,6' 8'',6' 10'',8' 10.5'',240,7' 1''
2007-08,Julian Wright,SF-PF,6.10%,-,-,6' 6.5'',6' 8.5'',9' 0'',211,7' 2.25''
2007-08,Justin Doellman,PF,7.00%,-,-,6' 8'',6' 9.5'',8' 9'',205,6' 8.75''
2007-08,Kevin Durant,SF-PF,6.60%,-,-,6' 9'',6' 10.25'',9' 2'',215,7' 4.75''
2007-08,Kyle Visser,C,10.20%,-,-,6' 10'',6' 11.5'',9' 0'',242,6' 11''
2007-08,Major Wingate,C,6.70%,-,-,6' 8.5'',6' 10.75'',9' 1'',242,7' 4''
2007-08,Mario Boggan,PF,9.20%,-,-,6' 5'',6' 7'',8' 11'',240,7' 2''
2007-08,Marko Lekic,C,11.40%,-,-,6' 9'',6' 10.5'',9' 0.5'',267,7' 1''
2007-08,Mike Conley,PG,4.20%,-,-,5' 11'',6' 0.75'',7' 10.5'',175,6' 5.75''
2007-08,Mohamed Abukar,SF,8.90%,-,-,6' 8'',6' 9.75'',8' 7'',210,6' 9''
2007-08,Mustafa Shakur,PG,4.10%,-,-,6' 3'',6' 4.5'',8' 3'',185,6' 5.5''
2007-08,Nick Young,SG-SF,6.80%,-,-,6' 5'',6' 6.75'',8' 4.5'',206,7' 0''
2007-08,Quinton Hosley,SF-SG,5.70%,-,-,6' 5'',6' 7.75'',8' 9'',215,6' 11.25''
2007-08,Ramon Sessions,PG,6.20%,-,-,6' 2'',6' 3.75'',8' 1.5'',185,6' 4.25''
2007-08,Rashad Jones-Jennings,PF,5.90%,-,-,6' 6'',6' 7.5'',8' 9.5'',235,7' 0''
2007-08,Rashaun Freeman,PF,11.50%,-,-,6' 6'',6' 8'',8' 8'',244,6' 11.5''
2007-08,Renaldas Seibutis,SG,6.10%,-,-,6' 4'',6' 5.75'',8' 5'',185,6' 8.75''
2007-08,Reyshawn Terry,SF,8.90%,-,-,6' 6.75'',6' 7.5'',8' 7.5'',222,6' 10''
2007-08,Rodney Stuckey,SG-PG,6.10%,-,-,6' 3.75'',6' 4.5'',8' 4.5'',207,6' 7.25''
2007-08,Ron Lewis,SG,4.50%,-,-,6' 2'',6' 4.5'',8' 3'',194,6' 6.5''
2007-08,Russell Carter,SG,6.00%,-,-,6' 3'',6' 4.5'',8' 1.5'',221,6' 8.5''
2007-08,Ryvon Covile,C-PF,8.00%,-,-,6' 7'',6' 8.5'',8' 11.5'',250,7' 1.25''
2007-08,Sammy Mejia,SG,8.30%,-,-,6' 5'',6' 7'',8' 9'',218,6' 11''
2007-08,Spencer Hawes,PF,13.00%,-,-,6' 10'',7' 0.75'',9' 2'',244,7' 0.5''
2007-08,Stephane Lasme,PF,4.90%,-,-,6' 5'',6' 7'',8' 11'',213,7' 2''
2007-08,Taurean Green,PG,4.60%,-,-,5' 11'',6' 0.75'',8' 0'',173,6' 2.25''
2007-08,Thaddeus Young,SF,4.90%,-,-,6' 5.75'',6' 7.5'',8' 10'',210,6' 11.5''
2007-08,Trey Johnson,SG,5.40%,-,-,6' 3'',6' 5.75'',8' 2'',216,6' 5''
2007-08,Yue Sun,SF,5.10%,-,-,6' 7.75'',6' 8.75'',8' 9'',212,6' 9''
2007-08,Zabian Dowdell,PG,5.10%,-,-,6' 1'',6' 3'',8' 4'',191,6' 10''
2006-07,Yemi Nicholson,PF-C,17.20%,-,-,6' 7.75'',6' 9.5'',8' 11'',258,7' 4.25''
2006-07,Will Blalock,PG,7.20%,-,-,5' 11.25'',6' 0.5'',8' 0.5'',194,6' 6''
2006-07,Viktor Keyru,SG-PG,5.50%,-,-,6' 5.25'',6' 6'',8' 8'',202,6' 9.25''
2006-07,Tyrus Thomas,PF-SF,5.60%,-,-,6' 7.25'',6' 8.25'',9' 0'',217,7' 3''
2006-07,Torin Francis,PF-C,12.40%,-,-,6' 9'',6' 10'',8' 9.5'',247,7' 1''
2006-07,Terence Dials,PF-C,15.80%,-,-,6' 7.75'',6' 9'',8' 10'',253,7' 0''
2006-07,Tedric Hill,SF-PF,7.30%,-,-,6' 7.75'',6' 9'',8' 11'',236,7' 1''
2006-07,Tarence Kinsey,SF-SG,4.10%,-,-,6' 4.75'',6' 5.5'',8' 4.5'',179,6' 6.75''
2006-07,Taquan Dean,SG-PG,3.90%,-,-,6' 2'',6' 3'',8' 2'',183,6' 6.75''
2006-07,Taj Gray,PF-SF,6.80%,-,-,6' 7.25'',6' 8.5'',8' 11'',231,7' 0.75''
2006-07,Steven Smith,SF-PF,7.80%,-,-,6' 7.5'',6' 9.25'',8' 8'',238,7' 0.5''
2006-07,Steve Novak,SF,8.10%,-,-,6' 8'',6' 9.25'',8' 7'',216,6' 9.5''
2006-07,Solomon Jones,PF-C,7.40%,-,-,6' 8.5'',6' 9.75'',9' 1'',224,7' 4.75''
2006-07,Shelden Williams,PF-C,11.40%,-,-,6' 7.5'',6' 8.5'',8' 8'',258,7' 4.25''
2006-07,Shawne Williams,SF-PF,8.00%,-,-,6' 7.25'',6' 8.75'',8' 8'',227,7' 3''
2006-07,Sean Dockery,PG-SG,7.30%,-,-,6' 0.75'',6' 2'',7' 11.5'',182,6' 4.5''
2006-07,Rudy Gay,SF-PF,5.70%,-,-,6' 7'',6' 8'',8' 11.5'',222,7' 3''
2006-07,Ronnie Brewer,SG-PG,5.00%,-,-,6' 5.75'',6' 6.75'',8' 7.5'',223,6' 11.25''
2006-07,Rodney Carney,SG-SF,5.30%,-,-,6' 4.5'',6' 5.75'',8' 7.5'',204,6' 10''
2006-07,Renaldo Balkman,SF-PF,4.90%,-,-,6' 5.25'',6' 6.5'',8' 8.5'',206,7' 1''
2006-07,Rashad Anderson,SG,17.30%,-,-,6' 3.25'',6' 4.5'',8' 4'',224,6' 7''
2006-07,Randy Foye,SG-PG,10.00%,-,-,6' 2.25'',6' 3.25'',8' 1'',212,6' 6.25''
2006-07,Pops Mensah-Bonsu,PF-C,5.80%,-,-,6' 7.5'',6' 9'',8' 9.5'',232,7' 0''
2006-07,Paul Millsap,PF,9.70%,-,-,6' 6.25'',6' 7.25'',8' 9.5'',258,7' 1.5''
2006-07,Paul Miller,PF-C,13.80%,-,-,6' 8.5'',6' 9.25'',8' 5.5'',251,7' 0''
2006-07,Patrick O'Bryant,C,10.00%,-,-,6' 11'',7' 0'',9' 5'',249,7' 5.75''
2006-07,Nik Caner-Medley,SF,9.60%,-,-,6' 6.5'',6' 8'',8' 7'',234,6' 9''
2006-07,Nick George,SF-SG,6.00%,-,-,6' 4'',6' 5.75'',8' 7'',201,6' 10''
2006-07,Mouhamed Sene,C,6.60%,-,-,6' 11'',7' 0'',9' 5'',237,7' 8.5''
2006-07,Morris Almond,SG-SF,6.90%,-,-,6' 4.75'',6' 6'',8' 6.5'',214,6' 10''
2006-07,Michael Southhall,C,7.90%,-,-,6' 9.5'',6' 10.25'',8' 11.5'',241,7' 4.25''
2006-07,Maurice Ager,SG-PG,8.00%,-,-,6' 3.25'',6' 4.5'',8' 5.5'',203,6' 7.75''
2006-07,Matt Haryasz,PF-C,9.80%,-,-,6' 9.75'',6' 11'',8' 11.5'',219,7' 0.25''
2006-07,Mardy Collins,PG-SG,10.00%,-,-,6' 4.25'',6' 5.5'',8' 7'',224,6' 10''
2006-07,Marcus Williams,PG,12.40%,-,-,6' 2'',6' 3.25'',8' 1.5'',215,6' 7''
2006-07,Marcus Slaughter,PF-SF,8.50%,-,-,6' 7'',6' 8'',8' 8.5'',220,6' 11.5''
2006-07,Marco Killingsworth,PF,19.00%,-,-,6' 5.5'',6' 6.75'',8' 8'',266,7' 3''
2006-07,Lou Amundson,PF,6.80%,-,-,6' 7.2'',6' 8'',8' 7.5'',221,6' 11.5''
2006-07,LaMarcus Aldridge,PF-C,8.70%,-,-,6' 10'',6' 11.25'',9' 2'',234,7' 4.75''
2006-07,Keydren Clark,PG,11.60%,-,-,5' 9'',5' 10.25'',7' 8.5'',184,6' 2.5''
2006-07,Kenny Adeleke,PF-C,10.50%,-,-,6' 6.5'',6' 7.75'',8' 8'',250,6' 10.25''
2006-07,Justin Williams,C-PF,6.50%,-,-,6' 7.25'',6' 8.75'',9' 1'',211,7' 1.5''
2006-07,Jordan Farmar,PG,4.40%,-,-,6' 0.75'',6' 2'',7' 10.5'',171,6' 3''
2006-07,Joah Tucker,SF-SG,7.00%,-,-,6' 3.75'',6' 5.25'',8' 3.5'',224,6' 6.5''
2006-07,James Augustine,PF,5.50%,-,-,6' 8.25'',6' 9.75'',8' 8'',227,7' 0.25''
2006-07,JJ Redick,SG,7.00%,-,-,6' 4'',6' 4.75'',8' 1.5'',190,6' 3.25''
2006-07,J.P. Batista,PF,12.00%,-,-,6' 7.5'',6' 8.5'',8' 7.5'',265,6' 10''
2006-07,Ian Vouyoukas,C-PF,14.80%,-,-,6' 8.5'',6' 9.5'',9' 0.5'',267,7' 0.75''
2006-07,Hilton Armstrong,C-PF,6.30%,-,-,6' 9.5'',6' 10.25'',9' 1'',240,7' 4''
2006-07,Gerry McNamara,PG-SG,12.80%,-,-,5' 11.75'',6' 0.5'',7' 8.5'',177,6' 0.75''
2006-07,Frans Steyn,C,12.80%,-,-,7' 1.25'',7' 2.5'',9' 1'',280,7' 2.25''
2006-07,Eric Williams,C-PF,13.00%,-,-,6' 7.25'',6' 8.75'',8' 10.5'',285,7' 4.25''
2006-07,Eric Hicks,PF,7.10%,-,-,6' 4.75'',6' 5.5'',8' 9.5'',238,7' 1.5''
2006-07,Dwayne Mitchell,SG-SF,4.50%,-,-,6' 2'',6' 3.25'',8' 2.5'',208,6' 6.5''
2006-07,Denham Brown,SG-SF,9.00%,-,-,6' 4'',6' 5'',8' 6.5'',218,6' 9.5''
2006-07,David Noel,SF-SG,6.10%,-,-,6' 4.5'',6' 6'',8' 4'',223,6' 9.5''
2006-07,Darius Washington,PG,9.70%,-,-,5' 11.5'',6' 1'',8' 0'',195,6' 4''
2006-07,Danilo Pinnock,PG-SG,4.60%,-,-,6' 2.75'',6' 4'',8' 4.5'',204,6' 7.5''
2006-07,Daniel Horton,PG-SG,8.00%,-,-,6' 0.5'',6' 2.25'',8' 0.5'',198,6' 7''
2006-07,Dan Grunfeld,SF-SG,10.40%,-,-,6' 4.75'',6' 6'',8' 3'',216,6' 6.25''
2006-07,Curtis Withers,PF-SF,5.00%,-,-,6' 6'',6' 6.5'',8' 5'',227,6' 10''
2006-07,Curtis Stinson,SG,6.00%,-,-,6' 1.75'',6' 2.75'',8' 1.5'',208,6' 5''
2006-07,Craig Smith,PF,12.20%,-,-,6' 5.5'',6' 6.5'',8' 7.5'',259,6' 9.5''
2006-07,Chris Quinn,PG-SG,5.90%,-,-,6' 0.5'',6' 1.5'',7' 10'',175,6' 5''
2006-07,Chris McCray,SG,9.60%,-,-,6' 3'',6' 4'',8' 0.5'',187,6' 5.75''
